num__Pclass,num__Age,num__SibSp,num__Parch,num__Fare,num__FamilySize,num__IsAlone,cat__Sex_female,cat__Sex_male,cat__Embarked_C,cat__Embarked_Q,cat__Embarked_S,Survived
0.8295675466232271,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,0.5138115038918489,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,1
-0.3709448379209555,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
-1.571457222465138,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,3.9553985809041556,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,-0.8798074793728043,-0.46508427634374117,0.7277823612437324,-0.4678743521312413,0.07341192703021858,-1.2494603151507815,1.0,0.0,0.0,0.0,1.0,1
-0.3709448379209555,0.11824116000042058,0.4783345406270387,0.7277823612437324,-0.11597681371233177,0.7031624336026958,-1.2494603151507815,1.0,0.0,0.0,0.0,1.0,1
0.8295675466232271,-0.6494885625943678,-0.46508427634374117,-0.46618317148792077,-0.48696219079802316,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,-0.2656237012969736,-0.46508427634374117,-0.46618317148792077,0.5138115038918489,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,1
-1.571457222465138,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,4.075039579498675,-0.5563385795422586,0.800345547492897,0.0,1.0,1.0,0.0,0.0,0
0.8295675466232271,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,1.0,0.0,1
0.8295675466232271,0.11824116000042058,0.4783345406270387,-0.46618317148792077,-0.2877611150115036,0.07341192703021858,-1.2494603151507815,1.0,0.0,0.0,0.0,1.0,0
-1.571457222465138,2.0375654664873917,-0.46508427634374117,-0.46618317148792077,0.07662982713825477,-0.5563385795422586,0.800345547492897,0.0,1.0,1.0,0.0,0.0,1
0.8295675466232271,-0.6494885625943678,0.4783345406270387,-0.46618317148792077,-0.45798374084431925,0.07341192703021858,-1.2494603151507815,1.0,0.0,0.0,0.0,1.0,0
0.8295675466232271,-0.11207775677801594,7.082266259422497,1.9217478939753856,0.7856304888639273,5.741166486182514,-1.2494603151507815,0.0,1.0,0.0,0.0,1.0,0
-1.571457222465138,2.0375654664873917,-0.46508427634374117,-0.46618317148792077,-0.10973011184690733,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,-0.6494885625943678,-0.46508427634374117,-0.46618317148792077,-0.5001489784359341,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
-1.571457222465138,0.27178710451937826,0.4783345406270387,-0.46618317148792077,1.2114473326903592,0.07341192703021858,-1.2494603151507815,1.0,0.0,0.0,1.0,0.0,1
0.8295675466232271,-0.6494885625943678,-0.46508427634374117,-0.46618317148792077,-0.5015378284840135,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,1.0,0.0,0
0.8295675466232271,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.5116012651892122,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,1.0395168271141666,-0.46508427634374117,-0.46618317148792077,-0.5282591368303441,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,-0.11207775677801594,2.3651721745685985,0.7277823612437324,-0.13228695228295498,1.9626634467476503,-1.2494603151507815,1.0,0.0,0.0,0.0,1.0,0
0.8295675466232271,0.04146818774094174,0.4783345406270387,-0.46618317148792077,-0.32732356015919156,0.07341192703021858,-1.2494603151507815,0.0,1.0,0.0,0.0,1.0,0
-1.571457222465138,0.19501413225989941,-0.46508427634374117,-0.46618317148792077,0.9260084554177004,-0.5563385795422586,0.800345547492897,1.0,0.0,1.0,0.0,0.0,1
-1.571457222465138,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,0.9865660655350799,-0.5563385795422586,0.800345547492897,1.0,0.0,1.0,0.0,0.0,1
-0.3709448379209555,-0.8030345071133255,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,1
0.8295675466232271,-0.4191696458159313,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
-0.3709448379209555,1.1930627716331244,-0.46508427634374117,-0.46618317148792077,-0.38146164299287,-0.5563385795422586,0.800345547492897,1.0,0.0,0.0,0.0,1.0,1
0.8295675466232271,-0.4959426180754101,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,0.9627438548546878,-0.46508427634374117,0.7277823612437324,-0.48756812087896934,0.07341192703021858,-1.2494603151507815,0.0,1.0,0.0,0.0,1.0,0
-1.571457222465138,0.7324249380762513,0.4783345406270387,0.7277823612437324,1.0689871321814448,0.7031624336026958,-1.2494603151507815,1.0,0.0,1.0,0.0,0.0,1
0.8295675466232271,-1.033353423891762,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,1
0.8295675466232271,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
-0.3709448379209555,2.8052951890821802,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
-1.571457222465138,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.10973011184690733,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,1
-0.3709448379209555,1.6537006051899974,-0.46508427634374117,-0.46618317148792077,-0.40176342405549936,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
-0.3709448379209555,1.346608716152082,-0.46508427634374117,-0.46618317148792077,-0.35022813366574784,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,-0.8798074793728043,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,1
-0.3709448379209555,0.5021060212978148,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
-0.3709448379209555,0.04146818774094174,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,0.800345547492897,1.0,0.0,0.0,0.0,1.0,1
-0.3709448379209555,-0.572715590334889,0.4783345406270387,0.7277823612437324,-0.058715379945941185,0.7031624336026958,-1.2494603151507815,1.0,0.0,0.0,0.0,1.0,1
0.8295675466232271,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,0.800345547492897,1.0,0.0,0.0,1.0,0.0,0
-0.3709448379209555,-0.3423966735564525,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.5120343698518817,-0.5563385795422586,0.800345547492897,0.0,1.0,1.0,0.0,0.0,0
-0.3709448379209555,0.19501413225989941,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,0.800345547492897,1.0,0.0,0.0,0.0,1.0,1
0.8295675466232271,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,1
0.8295675466232271,-0.8030345071133255,0.4783345406270387,-0.46618317148792077,-0.4990204076322475,0.07341192703021858,-1.2494603151507815,1.0,0.0,0.0,0.0,1.0,1
-1.571457222465138,1.7304735774494762,-0.46508427634374117,-0.46618317148792077,-0.02748187061881904,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,1
-1.571457222465138,3.189160050379574,-0.46508427634374117,-0.46618317148792077,0.05901829234566822,-0.5563385795422586,0.800345547492897,0.0,1.0,1.0,0.0,0.0,0
0.8295675466232271,0.19501413225989941,-0.46508427634374117,-0.46618317148792077,-0.4975461859920073,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,-0.8030345071133255,-0.46508427634374117,-0.46618317148792077,-0.5032723293686463,-0.5563385795422586,0.800345547492897,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,-0.11207775677801594,0.4783345406270387,-0.46618317148792077,-0.33981696389004046,0.07341192703021858,-1.2494603151507815,0.0,1.0,0.0,1.0,0.0,0
0.8295675466232271,-0.572715590334889,-0.46508427634374117,-0.46618317148792077,-0.4577234615999265,-0.5563385795422586,0.800345547492897,1.0,0.0,0.0,0.0,1.0,0
-1.571457222465138,1.5769276329305186,0.4783345406270387,-0.46618317148792077,0.5014055539871158,0.07341192703021858,-1.2494603151507815,0.0,1.0,0.0,0.0,1.0,0
0.8295675466232271,-1.9546290910055082,2.3651721745685985,1.9217478939753856,-0.08161995345249745,2.592413953320128,-1.2494603151507815,0.0,1.0,0.0,0.0,1.0,0
